ID,name,2018-11-16,2018-11-17,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-01,2018-12-02,2018-12-03,2018-12-04,2018-12-05,2018-12-06,2018-12-07
ID,name,2018-11-16,2018-11-17,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-01,2018-12-02,2018-12-03,2018-12-04,2018-12-05,2018-12-06,2018-12-07
59719f32636f6e77e0000070,难以相信,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59b0ac25636f6e28490000a2,教师节快乐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59829dd4636f6e62c30000ec,玩在日本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59719e8d636f6e77e9000055,地铁大作战,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59b0ac85636f6e285500005b,爱就爱了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59ba745d636f6e284c00032c,特长爱好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59b0aca0636f6e2858000062,注重细节,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59b0acbb636f6e2852000049,勤奋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59ba6fb2636f6e2849000358,用英语优雅怼人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a2a2615636f6e45b8000495,如何请求帮助,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510d3654fcfff2aea200070f,和家人朋友闲聊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a27a991636f6e45b80002f3,善良是种习惯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50fcd2e7fcfff2bfa900005e,咖啡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512b5bfafcfff25dd3002298,热门电影 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204579dfcfff2990e005be6,国家与国籍 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514d30b8fcfff2e8e403a6ad,热门电影 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203583afcfff28d17004919,史无前例的好歌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520c7fb8fcfff2f78500035d,我推断…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51528a9ffcfff2b8d300c055,愉快的周末,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521abd72fcfff20002016a7e,七彩之晕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52030552fcfff28d17004553,史无前例的演出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52876b68fcfff2272f0044de,烹制汤羹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528c4f4efcfff20413006168,服务就餐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528ad09bfcfff2d90d00161b,简单乘法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529c40f0fcfff29bdb002908,50个州 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524d1902fcfff2742b007207,故事,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529d9706fcfff23e40001136,每周新闻 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295b652fcfff2802500281c,奥斯卡季,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322a8c5fcfff28a500026f8,远走高飞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c7c76cfcfff211b00000fc,你的职业有趣吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5332e5d1fcfff298b3007652,美国的教育,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53075308fcfff2fb240063d3,出去喝咖啡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c26a35fcfff2d07e00014f,名著,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532bee61fcfff2678800008f,下班后,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533acd96fcfff26cef004051,买东西,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5331570bfcfff21797054862,因与果,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533c2084fcfff2e579007881,有史以来最烂的电影,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347c49efcfff29f17000cfc,世界地球日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532675f9fcfff2004b02ecb0,求同存异,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534bc875fcfff23f11001df8,美国餐馆,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534bc6e0fcfff2e175001f78,父辈的传承,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529ed17efcfff2faaf000f3f,转移话题,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532fa8eafcfff296c5002835,迫不得已,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5355d98bfcfff2853f009ee1,未解神秘空难,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52cf898cfcfff25ecf0009e5,现在几点了？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5359db12fcfff2369200bcb0,商法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52a7d9e5fcfff227b200017a,周末过得如何？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536edcacfcfff24fdd001aee,三只小猪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530da195fcfff2ee1e0157be,你觉得怎么样？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52ce2ceffcfff2cdc1000a28,欢迎使用英语流利说,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52be3d06fcfff2edd4000add,每周新闻 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52a552f9fcfff24e6a0159e0,泰国,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52b19af2fcfff2fee1001c09,选择,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529cb24ffcfff22beb00ab52,观光游览,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52b147effcfff2757d00076e,学开车,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527f8fb2fcfff2e4bc003227,小诗,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52ba40befcfff22553000086,办杂事,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c12de0fcfff2a7360030f5,买衣服,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52cf892dfcfff2c2bc0008ec,思念是一种病,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52ccc923fcfff2bb180010e9,旅行的时间,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c4d963fcfff276e4000052,每周新闻 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52aa8ae5fcfff21753003437,驾车挑战,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529b2486fcfff24263007d98,计算机部件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52e5e2dcfcfff2cb5c00086b,在美国过新年,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
