ID,name,2018-11-16,2018-11-17,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-01,2018-12-02,2018-12-03,2018-12-04,2018-12-05,2018-12-06,2018-12-07
59719f32636f6e77e0000070,难以相信,65498,65499,65507,0,65514,0,0,65524,65524,65526,65531,65535,0,0,65544,65545,65548,65552,65555
59b0ac25636f6e28490000a2,教师节快乐,69618,69620,69630,69633,0,0,0,69660,69660,69661,69664,69666,0,0,69679,69680,69684,69691,69694
59829dd4636f6e62c30000ec,玩在日本,362174,362243,363981,364098,364197,0,0,366676,367028,367451,367865,368280,0,0,369731,369820,369953,370036,370144
59719e8d636f6e77e9000055,地铁大作战,100433,100452,100611,0,100695,0,0,100806,100843,100891,100933,100995,0,0,101094,101130,101185,101219,101252
59b0ac85636f6e285500005b,爱就爱了,67999,68002,68025,68027,0,0,0,68048,68052,68054,68057,68061,0,0,68076,68079,68083,68086,68091
59ba745d636f6e284c00032c,特长爱好,290381,290415,291425,291511,291541,0,0,291674,291709,291743,291780,292509,0,0,292729,292751,292796,292826,293199
59b0aca0636f6e2858000062,注重细节,56582,56584,56597,56599,0,0,0,56616,56618,56620,56622,56626,0,0,56637,56639,56640,56641,56644
59b0acbb636f6e2852000049,勤奋,64534,64535,64547,0,0,0,0,64573,64575,64576,64577,64580,0,0,64592,64594,64597,64600,64604
59ba6fb2636f6e2849000358,用英语优雅怼人,495590,495781,496052,496084,0,0,0,497743,497998,498671,498874,498913,0,0,499099,499138,500070,500116,500178
5a2a2615636f6e45b8000495,如何请求帮助,1119632,1120918,1129989,1132304,1134002,0,0,1139763,1141251,1142978,1144874,1146779,0,0,1152413,1153570,1155441,1156814,1158647
510d3654fcfff2aea200070f,和家人朋友闲聊,223444,223452,223500,223521,223534,0,0,223585,223599,223613,223625,223639,0,0,223686,223691,223705,223719,223736
5a27a991636f6e45b80002f3,善良是种习惯,85631,85637,85677,85685,85689,0,0,85712,85716,85726,85735,85743,0,0,85778,85780,85790,85794,85805
50fcd2e7fcfff2bfa900005e,咖啡,152460,152474,152596,152635,152668,0,0,152752,152768,152787,152810,152835,0,0,152946,152957,152989,153015,153044
512b5bfafcfff25dd3002298,热门电影 1,110331,110403,110944,111069,111159,0,0,111527,111603,111744,111832,111950,0,0,112324,112394,112513,112608,112712
5204579dfcfff2990e005be6,国家与国籍 2,253506,253521,253610,253643,253661,0,0,253753,253782,253806,253835,253866,0,0,253947,253971,254002,254033,254061
514d30b8fcfff2e8e403a6ad,热门电影 3,119613,119644,119936,120013,120078,0,0,120289,120349,120420,120485,120546,0,0,120757,120807,120879,120924,120985
5203583afcfff28d17004919,史无前例的好歌,373990,374025,374231,374264,374301,0,0,374486,374535,374553,374608,374652,0,0,374815,374836,374881,374912,374941
520c7fb8fcfff2f78500035d,我推断…,111326,111332,111404,111420,111431,0,0,111506,111516,111531,111556,111572,0,0,111622,111634,111660,111681,111708
51528a9ffcfff2b8d300c055,愉快的周末,110873,110901,112413,112474,112531,0,0,112733,112784,112831,112877,112937,0,0,114025,114065,114129,114178,114240
521abd72fcfff20002016a7e,七彩之晕,343828,343841,343972,343999,344027,0,0,344113,344143,344159,344180,344202,0,0,344297,344324,344346,344364,344384
52030552fcfff28d17004553,史无前例的演出,131003,131009,131045,131056,131070,0,0,131104,131110,131118,131124,131134,0,0,131169,131173,131187,131192,131205
52876b68fcfff2272f0044de,烹制汤羹,107444,107490,107818,107920,108011,0,0,108378,108486,108541,108633,108730,0,0,109161,109271,109430,109557,109704
528c4f4efcfff20413006168,服务就餐,293576,293601,293777,293833,293864,0,0,294016,294074,294097,294141,294241,0,0,294405,294431,294502,294581,294627
528ad09bfcfff2d90d00161b,简单乘法,229811,229820,229875,229889,229901,0,0,229956,229978,229989,229999,230022,0,0,230073,230081,230088,230097,230108
529c40f0fcfff29bdb002908,50个州 2,93336,93342,93377,93386,93392,0,0,93428,93441,93444,93453,93462,0,0,93504,93507,93522,93527,93537
524d1902fcfff2742b007207,故事,382887,382904,383077,383120,383141,0,0,383249,383283,383296,383323,383358,0,0,383487,383504,383534,383562,383597
529d9706fcfff23e40001136,每周新闻 1,110077,110098,110338,110405,110456,0,0,110629,110701,110734,110792,110845,0,0,111012,111051,111124,111171,111230
5295b652fcfff2802500281c,奥斯卡季,52786,52820,52985,0,53053,0,0,53177,53216,53237,53266,53308,0,0,53429,53455,53508,53546,53592
5322a8c5fcfff28a500026f8,远走高飞,165155,165164,165212,165232,165238,0,0,165305,165325,165341,165361,165384,0,0,165446,165457,165481,165499,165513
52c7c76cfcfff211b00000fc,你的职业有趣吗？,384901,384909,384983,384996,385005,0,0,385054,385066,385085,385091,385109,0,0,385155,385167,385190,385200,385223
5332e5d1fcfff298b3007652,美国的教育,583782,583835,585440,0,585562,0,0,586925,586981,587063,587103,587149,0,0,587408,587446,587501,587536,587591
53075308fcfff2fb240063d3,出去喝咖啡,193347,193837,201063,201109,201132,0,0,204139,205137,207510,208342,208381,0,0,211672,211695,211738,211760,211791
52c26a35fcfff2d07e00014f,名著,240423,240442,240592,240640,240673,0,0,240752,240777,240807,240838,240876,0,0,240976,240985,241015,241037,241064
532bee61fcfff2678800008f,下班后,246146,246152,246236,246256,246278,0,0,246352,246376,246400,246416,246440,0,0,246515,246527,246564,246581,246605
