,insert_time,status,entName,creditCode,orderAmount,customerNum,platformId,completeTime,orderNum
0,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,7.5,10001115097939746843857,60000001,2018-09-05 22:23:58,10021015361574367328619
1,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,11.8,10001115097939746843857,60000001,2018-09-05 22:17:38,10021015361570548192049
2,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,10.3,10001115097939746843857,60000001,2018-09-05 22:13:17,10021015361567960847298
3,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,4.1,10001115097939746843857,60000001,2018-09-05 22:09:07,10021015361565450612455
4,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,4.7,10001115097939746843857,60000001,2018-09-05 22:07:28,10021015361564453620548
5,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,13.6,10001115097939746843857,60000001,2018-09-05 22:04:09,10021015361562473866721
6,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,11.0,10001115097939746843857,60000001,2018-09-05 22:02:02,10021015361561196354151
7,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,21.6,10001115097939746843857,60000001,2018-09-05 21:55:26,10021015361557254575737
8,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,11.4,10001115097939746843857,60000001,2018-09-05 21:53:27,10021015361556061103074
9,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,28.7,10001115097939746843857,60000001,2018-09-05 21:49:48,10021015361553857358038
10,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,1.8,10001115097939746843857,60000001,2018-09-05 21:45:46,10021015361551442712224
11,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,19.8,10001115097939746843857,60000001,2018-09-05 21:45:00,10021015361550996831165
12,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,14.1,10001115097939746843857,60000001,2018-09-05 21:44:22,10021015361550592610177
13,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,5.0,10001115097939746843857,60000001,2018-09-05 21:42:47,10021015361549646547856
14,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,23.3,10001115097939746843857,60000001,2018-09-05 21:35:14,10021015361545128276510
15,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,5.2,10001115097939746843857,60000001,2018-09-05 21:35:11,10021015361545107556447
16,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,4.4,10001115097939746843857,60000001,2018-09-05 21:34:51,10021015361544886215868
17,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,26.3,10001115097939746843857,60000001,2018-09-05 21:33:27,10021015361544066923745
18,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,12.3,10001115097939746843857,60000001,2018-09-05 21:30:45,10021015361542441089444
19,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,6.3,10001115097939746843857,60000001,2018-09-05 21:30:42,10021015361542394199323
20,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,16.6,10001115097939746843857,60000001,2018-09-05 21:28:54,10021015361541318196409
21,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,37.7,10001115097939746843857,60000001,2018-09-05 21:26:48,10021015361540080193034
22,2018-10-08 16:40:26,SUCCESS,郑州市金水区董氏兄弟水果超市,92410105MA40R7481Y,10.3,10001115097939746843857,60000001,2018-09-05 21:25:17,10021015361539144990392
